Time,Race,Kids_Category,Basket_colour,Shirt_Colour,Pants_Colour,Washer_No,Dryer_No,Day_of_Week,Basket_Size
Evening,malay,no_kids,white,black,white,5,7,Thursday,big
Evening,indian,no_kids,yellow,orange,black,4,7,Thursday,big
Evening,indian,no_kids,blue,yellow,black,3,7,Thursday,big
Evening,chinese,no_kids,blue,grey,brown,3,7,Thursday,big
Night,chinese,no_kids,white,blue,red,5,10,Thursday,big
Night,malay,no_kids,white,black,black,3,7,Thursday,big
Night,foreigner,no_kids,purple,grey,black,6,10,Thursday,big
Night,chinese,no_kids,white,red,blue,6,8,Thursday,big
Night,indian,no_kids,blue,black,black,3,7,Thursday,big
Night,malay,no_kids,blue,blue,black,4,10,Thursday,big
Night,malay,no_kids,red,grey,black,4,9,Thursday,big
Morning,chinese,no_kids,white,orange,blue_jeans,4,10,Friday,big
Morning,malay,no_kids,grey,white,black,3,8,Friday,big
Morning,chinese,no_kids,white,white,blue,4,9,Friday,big
Morning,chinese,no_kids,white,brown,blue_jeans,4,7,Friday,big
Morning,malay,no_kids,white,red,red,6,8,Friday,big
Morning,indian,no_kids,red,red,green,5,10,Friday,big
Morning,indian,no_kids,white,white,red,6,10,Friday,big
Morning,malay,no_kids,white,white,blue_jeans,6,10,Friday,big
Morning,malay,no_kids,white,black,black,6,10,Friday,big
Morning,foreigner,no_kids,white,yellow,blue,4,9,Friday,big
Afternoon,malay,no_kids,yellow,black,black,4,8,Friday,big
Afternoon,indian,no_kids,yellow,red,black,5,9,Friday,small
Afternoon,malay,toddler,blue,red,brown,4,7,Friday,big
Afternoon,chinese,no_kids,red,black,black,3,9,Friday,big
Afternoon,indian,no_kids,blue,blue,purple,5,9,Friday,big
Afternoon,indian,no_kids,blue,green,black,5,8,Friday,big
Afternoon,indian,no_kids,white,blue,black,4,10,Friday,big
Afternoon,indian,no_kids,blue,black,grey,6,7,Friday,big
Afternoon,malay,no_kids,blue,brown,black,3,7,Friday,big
Afternoon,chinese,no_kids,white,yellow,black,3,9,Friday,big
Afternoon,foreigner,no_kids,blue,green,black,6,8,Friday,big
Afternoon,chinese,no_kids,white,blue,black,3,8,Friday,big
Evening,chinese,no_kids,white,black,black,6,8,Friday,big
Evening,malay,no_kids,orange,white,blue_jeans,6,8,Friday,big
Evening,chinese,no_kids,red,black,grey,5,9,Friday,big
Evening,malay,no_kids,red,white,blue_jeans,3,7,Friday,big
Evening,chinese,no_kids,red,black,black,6,9,Friday,big
Evening,indian,no_kids,white,white,black,3,7,Friday,big
Evening,indian,no_kids,black,black,green,3,7,Friday,big
Evening,malay,no_kids,white,black,black,3,10,Friday,big
Evening,indian,no_kids,white,white,grey,5,10,Friday,big
Evening,malay,no_kids,blue,white,black,3,7,Friday,big
Evening,chinese,no_kids,white,white,black,4,10,Friday,big
Evening,chinese,no_kids,black,black,grey,6,7,Friday,big
Evening,malay,no_kids,blue,white,blue,3,9,Friday,big
Evening,indian,no_kids,brown,black,grey,6,9,Friday,big
Evening,chinese,no_kids,white,white,black,4,8,Friday,big
Night,foreigner,no_kids,red,red,black,4,7,Friday,big
Night,foreigner,no_kids,white,black,red,3,10,Friday,big
Night,indian,no_kids,pink,black,black,4,9,Friday,big
Night,indian,no_kids,pink,white,black,5,8,Friday,big
Night,chinese,no_kids,black,white,blue_jeans,6,9,Friday,big
Night,foreigner,young,white,white,blue_jeans,3,10,Friday,big
Night,chinese,young,red,black,black,5,7,Friday,big
Night,foreigner,young,white,blue,blue,3,8,Friday,big
Night,malay,toddler,pink,red,black,5,10,Friday,big
Night,malay,young,pink,grey,black,6,9,Friday,big
Night,chinese,no_kids,red,yellow,blue_jeans,6,8,Friday,big
Night,chinese,no_kids,red,blue,black,3,8,Friday,big
Night,indian,young,white,white,black,4,10,Friday,big
Night,indian,toddler,pink,black,black,3,10,Friday,big
Night,indian,no_kids,white,white,blue_jeans,3,8,Friday,big
Night,malay,young,white,red,black,3,7,Friday,big
Night,malay,toddler,red,white,white,6,7,Friday,big
Night,malay,young,white,black,grey,5,8,Friday,big
Night,chinese,no_kids,white,black,blue_jeans,3,7,Friday,big
Night,chinese,no_kids,white,yellow,blue_jeans,5,8,Friday,big
Night,chinese,no_kids,red,blue,black,3,9,Friday,big
Night,indian,young,pink,white,black,3,10,Friday,big
Night,indian,toddler,pink,black,black,3,7,Friday,big
Night,chinese,no_kids,white,green,black,4,8,Friday,big
Night,chinese,no_kids,white,white,black,6,9,Friday,big
Night,chinese,no_kids,white,black,blue_jeans,4,10,Friday,big
Night,malay,no_kids,red,red,red,6,8,Friday,big
Night,indian,no_kids,red,red,black,5,7,Friday,big
Night,malay,no_kids,grey,white,red,6,10,Friday,big
Night,foreigner,no_kids,white,black,black,5,9,Friday,big
Night,indian,no_kids,blue,white,white,5,7,Friday,big
Night,foreigner,no_kids,blue,red,black,3,9,Friday,big
Night,chinese,no_kids,purple,grey,brown,5,9,Friday,big
Night,indian,no_kids,purple,black,black,5,9,Friday,big
Night,foreigner,young,blue,black,black,5,8,Friday,big
Night,indian,toddler,blue,black,black,6,7,Friday,big
Night,chinese,young,white,green,pink,3,7,Friday,big
Night,indian,young,black,black,blue_jeans,6,7,Friday,big
Night,chinese,no_kids,white,grey,black,6,8,Friday,big
Night,foreigner,no_kids,red,black,purple,4,8,Friday,big
Night,foreigner,no_kids,red,brown,pink,5,10,Friday,big
Night,indian,no_kids,blue,white,black,6,10,Friday,big
Night,chinese,no_kids,green,orange,black,5,9,Friday,big
Late Night,chinese,no_kids,white,red,black,3,7,Saturday,big
Late Night,indian,no_kids,green,red,black,3,9,Saturday,big
Late Night,indian,no_kids,blue,green,black,4,9,Saturday,big
Late Night,malay,no_kids,blue,black,black,6,7,Saturday,big
Late Night,chinese,no_kids,white,brown,white,4,9,Saturday,big
Late Night,indian,no_kids,white,blue,black,3,9,Saturday,big
Late Night,indian,no_kids,white,black,brown,6,9,Saturday,big
Late Night,chinese,no_kids,purple,red,white,6,8,Saturday,big
Late Night,chinese,toddler,yellow,black,black,4,9,Saturday,big
Late Night,indian,no_kids,blue,black,grey,6,10,Saturday,big
Late Night,malay,no_kids,yellow,purple,green,3,9,Saturday,big
Late Night,indian,young,orange,red,grey,6,9,Saturday,big
Late Night,indian,no_kids,white,purple,blue_jeans,6,8,Saturday,big
Late Night,chinese,baby,white,red,black,3,8,Saturday,big
Late Night,malay,no_kids,white,black,black,4,9,Saturday,small
Late Night,chinese,no_kids,white,white,black,3,10,Saturday,big
Late Night,malay,no_kids,black,black,black,4,7,Saturday,big
Late Night,indian,no_kids,blue,red,white,5,10,Saturday,big
Late Night,chinese,no_kids,white,white,red,6,10,Saturday,big
Late Night,malay,no_kids,grey,black,white,5,9,Saturday,big
Late Night,malay,no_kids,white,white,white,3,7,Saturday,big
Late Night,foreigner,no_kids,red,red,black,6,7,Saturday,big
Early Morning,chinese,no_kids,pink,pink,black,5,10,Saturday,big
Early Morning,chinese,no_kids,green,red,black,6,7,Saturday,big
Early Morning,indian,no_kids,green,red,red,3,9,Saturday,big
Early Morning,indian,no_kids,white,green,black,4,10,Saturday,big
Early Morning,chinese,no_kids,red,black,blue_jeans,4,8,Saturday,big
Early Morning,indian,no_kids,white,blue,blue_jeans,5,7,Saturday,big
Early Morning,indian,no_kids,green,blue,black,6,10,Saturday,big
Early Morning,malay,no_kids,white,black,blue_jeans,4,8,Saturday,big
Morning,chinese,no_kids,red,blue,black,6,10,Saturday,big
Morning,indian,young,red,brown,blue_jeans,3,10,Saturday,big
Morning,indian,no_kids,yellow,yellow,blue_jeans,3,7,Saturday,big
Morning,indian,no_kids,red,black,grey,4,7,Saturday,big
Morning,chinese,no_kids,blue,white,blue,4,8,Saturday,big
Morning,indian,young,blue,red,blue_jeans,4,10,Saturday,big
Morning,foreigner,no_kids,white,orange,brown,5,7,Saturday,big
Morning,foreigner,no_kids,white,white,blue_jeans,3,7,Saturday,big
Morning,chinese,young,orange,black,blue,3,8,Saturday,big
Morning,malay,toddler,red,red,grey,3,8,Saturday,big
Morning,malay,no_kids,black,grey,blue,5,7,Saturday,big
Morning,chinese,no_kids,red,grey,black,6,8,Saturday,big
Morning,indian,no_kids,green,black,grey,6,10,Saturday,big
Morning,chinese,no_kids,green,grey,black,6,9,Saturday,big
Morning,chinese,no_kids,white,black,blue_jeans,6,7,Saturday,big
Morning,malay,no_kids,white,red,grey,6,9,Saturday,big
Morning,malay,no_kids,white,red,red,5,7,Saturday,big
Morning,indian,young,white,brown,blue,5,9,Saturday,big
Morning,indian,baby,white,black,brown,3,9,Saturday,big
Morning,chinese,toddler,red,red,green,6,8,Saturday,big
Morning,indian,young,white,purple,black,4,8,Saturday,big
Morning,indian,young,red,white,purple,3,7,Saturday,big
Morning,indian,no_kids,white,black,black,4,8,Saturday,big
Morning,chinese,no_kids,blue,white,grey,3,7,Saturday,big
Morning,chinese,no_kids,blue,brown,black,6,7,Saturday,big
Morning,indian,no_kids,white,white,black,3,10,Saturday,big
Morning,indian,no_kids,black,black,green,4,7,Saturday,big
Morning,indian,no_kids,white,white,black,3,7,Saturday,big
Morning,indian,young,pink,white,black,5,10,Saturday,big
Morning,indian,young,pink,white,black,5,10,Saturday,big
Morning,chinese,no_kids,green,red,black,4,7,Saturday,big
Morning,chinese,no_kids,green,red,black,4,7,Saturday,big
Morning,indian,young,red,white,black,3,7,Saturday,big
Morning,indian,no_kids,white,green,black,5,8,Saturday,big
Morning,chinese,no_kids,blue,black,grey,3,7,Saturday,big
Morning,chinese,no_kids,blue,brown,black,5,7,Saturday,big
Morning,indian,young,white,brown,blue,5,10,Saturday,small
Morning,indian,no_kids,green,blue,blue_jeans,5,9,Saturday,big
Afternoon,indian,young,white,white,black,5,7,Saturday,big
Afternoon,malay,no_kids,red,black,black,5,8,Saturday,big
Afternoon,indian,young,black,black,black,3,9,Saturday,big
Afternoon,foreigner,baby,white,black,black,3,7,Saturday,big
Afternoon,malay,no_kids,red,red,black,6,8,Saturday,big
Afternoon,indian,no_kids,white,black,blue_jeans,6,7,Saturday,big
Afternoon,chinese,no_kids,white,white,black,6,8,Saturday,big
Afternoon,indian,young,blue,white,black,4,7,Saturday,big
Afternoon,malay,no_kids,black,orange,white,6,9,Saturday,big
Afternoon,chinese,no_kids,blue,white,black,3,9,Saturday,big
Afternoon,chinese,no_kids,white,black,blue_jeans,4,7,Saturday,big
Afternoon,indian,no_kids,white,red,black,5,9,Saturday,small
Afternoon,indian,young,white,brown,blue,5,8,Saturday,small
Afternoon,indian,no_kids,white,purple,black,4,7,Saturday,big
Afternoon,indian,young,red,white,purple,3,8,Saturday,big
Afternoon,indian,no_kids,pink,white,white,4,10,Saturday,big
Afternoon,malay,no_kids,white,white,red,6,10,Saturday,big
Afternoon,chinese,no_kids,white,white,red,6,9,Saturday,big
Afternoon,indian,young,white,brown,blue,5,10,Saturday,small
Afternoon,indian,young,red,white,purple,3,10,Saturday,big
Afternoon,indian,young,red,white,purple,3,8,Saturday,big
Afternoon,indian,no_kids,white,brown,blue,5,10,Saturday,small
Afternoon,indian,young,black,black,black,5,9,Saturday,big
Evening,foreigner,young,blue,pink,black,3,10,Saturday,big
Evening,chinese,no_kids,red,yellow,black,4,8,Saturday,big
Evening,foreigner,no_kids,red,blue,black,4,10,Saturday,big
Evening,malay,no_kids,white,green,black,3,7,Saturday,big
Evening,chinese,no_kids,blue,black,black,6,9,Saturday,big
Evening,foreigner,no_kids,red,white,black,5,9,Saturday,big
Evening,foreigner,no_kids,white,grey,grey,4,7,Saturday,big
Evening,indian,toddler,white,white,grey,4,7,Saturday,big
Evening,indian,young,purple,red,black,6,10,Saturday,big
Evening,chinese,no_kids,red,white,blue,3,10,Saturday,big
Evening,foreigner,no_kids,red,white,black,6,7,Saturday,big
Evening,indian,no_kids,white,black,black,6,8,Saturday,big
Night,malay,young,brown,blue,blue,3,10,Saturday,big
Night,chinese,no_kids,white,red,grey,5,8,Saturday,big
Night,indian,no_kids,white,brown,black,6,7,Saturday,big
Night,chinese,no_kids,pink,black,black,5,7,Saturday,big
Night,chinese,no_kids,blue,grey,blue,4,10,Saturday,big
Night,indian,no_kids,pink,black,blue_jeans,5,7,Saturday,big
Night,indian,no_kids,pink,white,white,5,8,Saturday,big
Night,indian,no_kids,white,black,blue_jeans,6,10,Saturday,big
Night,foreigner,no_kids,black,brown,black,3,7,Saturday,big
Night,malay,no_kids,red,orange,blue_jeans,4,7,Saturday,big
Night,indian,no_kids,white,blue,black,6,8,Saturday,big
Night,indian,no_kids,green,black,brown,3,9,Saturday,big
Night,indian,no_kids,white,red,black,3,7,Saturday,big
Night,malay,no_kids,white,black,black,4,10,Saturday,big
Night,indian,no_kids,black,green,grey,4,8,Saturday,big
Night,indian,no_kids,red,grey,white,5,9,Saturday,big
Night,foreigner,young,white,red,black,3,8,Saturday,big
Late Night,indian,young,white,blue,black,3,7,Sunday,big
Late Night,chinese,young,white,green,pink,5,7,Sunday,big
Late Night,malay,young,red,black,black,6,7,Sunday,big
Late Night,foreigner,no_kids,blue,black,black,4,8,Sunday,big
Late Night,chinese,young,white,green,pink,6,7,Sunday,big
Late Night,foreigner,young,blue,pink,black,5,10,Sunday,big
Late Night,chinese,toddler,red,white,white,5,9,Sunday,big
Late Night,chinese,no_kids,red,blue,green,3,9,Sunday,big
Late Night,chinese,no_kids,blue,black,white,3,7,Sunday,big
Late Night,foreigner,no_kids,brown,grey,brown,5,7,Sunday,small
Late Night,chinese,no_kids,white,white,black,6,10,Sunday,big
Late Night,chinese,no_kids,white,white,red,6,9,Sunday,big
Late Night,foreigner,no_kids,white,black,black,3,7,Sunday,big
Late Night,chinese,no_kids,blue,white,black,3,10,Sunday,big
Late Night,chinese,no_kids,white,black,red,6,9,Sunday,big
Late Night,malay,no_kids,white,black,red,6,10,Sunday,big
Late Night,foreigner,no_kids,white,green,black,3,7,Sunday,big
Late Night,chinese,no_kids,pink,yellow,black,5,9,Sunday,big
Late Night,chinese,toddler,red,black,white,5,9,Sunday,big
Late Night,malay,no_kids,red,blue,green,3,9,Sunday,big
Late Night,chinese,no_kids,white,black,white,3,7,Sunday,big
Late Night,foreigner,no_kids,brown,grey,brown,5,10,Sunday,small
Late Night,chinese,no_kids,white,white,red,6,7,Sunday,big
Late Night,chinese,no_kids,white,white,red,6,7,Sunday,big
Late Night,foreigner,no_kids,white,orange,brown,3,7,Sunday,big
Late Night,chinese,no_kids,blue,black,black,3,8,Sunday,big
Late Night,chinese,no_kids,white,white,red,6,9,Sunday,big
Late Night,chinese,no_kids,white,white,red,6,9,Sunday,big
Late Night,foreigner,no_kids,white,green,black,3,8,Sunday,big
Late Night,chinese,no_kids,pink,yellow,black,5,8,Sunday,big
Late Night,chinese,toddler,white,white,red,6,7,Sunday,big
Late Night,chinese,baby,white,white,red,6,10,Sunday,big
Late Night,chinese,baby,white,white,black,6,10,Sunday,big
Late Night,chinese,toddler,pink,white,red,3,10,Sunday,big
Late Night,chinese,toddler,white,purple,purple,6,10,Sunday,big
Late Night,chinese,baby,blue,orange,red,6,10,Sunday,big
Early Morning,malay,baby,white,pink,red,6,10,Sunday,big
Early Morning,chinese,baby,orange,purple,red,3,9,Sunday,big
Early Morning,chinese,baby,black,orange,red,6,8,Sunday,big
Early Morning,malay,baby,red,pink,blue,5,8,Sunday,big
Early Morning,chinese,baby,grey,black,white,4,10,Sunday,big
Early Morning,chinese,toddler,black,orange,black,3,10,Sunday,big
Early Morning,chinese,baby,black,pink,black,4,7,Sunday,big
Early Morning,malay,no_kids,black,orange,black,5,9,Sunday,big
Early Morning,chinese,no_kids,blue,white,black,3,8,Sunday,big
Early Morning,chinese,no_kids,white,pink,blue_jeans,4,10,Sunday,big
Early Morning,indian,no_kids,white,red,black,5,10,Sunday,small
Early Morning,indian,young,white,brown,blue,5,8,Sunday,small
Early Morning,indian,no_kids,white,purple,black,6,7,Sunday,big
Early Morning,indian,young,red,white,purple,3,7,Sunday,big
Early Morning,indian,no_kids,pink,white,white,4,9,Sunday,big
Early Morning,chinese,no_kids,white,white,black,6,8,Sunday,big
Early Morning,chinese,no_kids,white,white,red,6,10,Sunday,big
Early Morning,indian,young,white,brown,blue,5,8,Sunday,small
Early Morning,indian,young,red,white,purple,3,10,Sunday,big
Early Morning,indian,young,red,white,purple,3,8,Sunday,big
Early Morning,indian,young,white,black,blue,5,9,Sunday,small
Early Morning,indian,young,black,black,black,5,9,Sunday,big
Early Morning,malay,young,blue,pink,black,6,10,Sunday,big
Early Morning,chinese,no_kids,red,yellow,black,6,8,Sunday,big
Early Morning,foreigner,no_kids,red,blue,black,4,9,Sunday,big
Early Morning,foreigner,no_kids,white,green,black,3,9,Sunday,big
Early Morning,chinese,no_kids,blue,black,black,6,10,Sunday,big
Early Morning,foreigner,no_kids,red,white,black,5,8,Sunday,big
Early Morning,foreigner,no_kids,white,grey,grey,4,7,Sunday,big
Early Morning,malay,toddler,white,white,grey,4,10,Sunday,big
Early Morning,indian,young,purple,red,black,6,10,Sunday,big
Early Morning,malay,no_kids,red,white,black,3,10,Sunday,big
Early Morning,foreigner,no_kids,red,white,black,4,7,Sunday,big
Early Morning,indian,no_kids,white,blue,black,4,8,Sunday,big
Early Morning,malay,young,white,blue,blue,3,7,Sunday,big
Early Morning,chinese,no_kids,white,red,grey,5,10,Sunday,big
Early Morning,malay,no_kids,red,brown,black,3,7,Sunday,big
Early Morning,chinese,no_kids,pink,yellow,black,5,7,Sunday,big
Early Morning,chinese,no_kids,blue,grey,blue,4,8,Sunday,big
Early Morning,indian,no_kids,pink,black,blue_jeans,5,8,Sunday,big
Early Morning,indian,no_kids,pink,white,white,5,7,Sunday,big
Early Morning,indian,no_kids,white,black,black,6,7,Sunday,big
Early Morning,foreigner,no_kids,black,brown,black,3,7,Sunday,big
Early Morning,chinese,no_kids,red,orange,blue_jeans,4,8,Sunday,big
Early Morning,indian,no_kids,red,blue,black,3,8,Sunday,big
Early Morning,indian,no_kids,green,green,brown,6,9,Sunday,big
Early Morning,indian,no_kids,white,red,black,3,9,Sunday,big
Early Morning,indian,no_kids,green,blue,black,4,10,Sunday,big
Early Morning,indian,no_kids,black,green,grey,4,8,Sunday,big
Early Morning,indian,no_kids,red,grey,white,5,7,Sunday,big
Early Morning,foreigner,young,white,red,grey,3,8,Sunday,big
Early Morning,malay,young,white,blue,black,5,7,Sunday,big
Early Morning,chinese,young,white,green,pink,4,7,Sunday,big
Early Morning,chinese,young,white,black,black,3,7,Sunday,big
Early Morning,foreigner,young,blue,black,black,3,8,Sunday,big
Early Morning,chinese,young,white,green,pink,4,7,Sunday,big
Early Morning,malay,young,blue,pink,black,3,10,Sunday,big
Early Morning,chinese,toddler,white,white,white,5,9,Sunday,big
Early Morning,chinese,no_kids,red,blue,green,3,9,Sunday,big
Early Morning,chinese,no_kids,blue,black,white,3,7,Sunday,big
Early Morning,foreigner,no_kids,brown,black,black,5,7,Sunday,small
Early Morning,chinese,no_kids,white,white,red,6,9,Sunday,big
Early Morning,chinese,no_kids,white,white,red,6,8,Sunday,big
Early Morning,foreigner,no_kids,white,black,brown,3,7,Sunday,big
Early Morning,chinese,no_kids,blue,white,black,3,8,Sunday,big
Early Morning,chinese,no_kids,white,white,black,6,8,Sunday,big
Early Morning,chinese,no_kids,white,black,red,6,10,Sunday,big
Early Morning,foreigner,no_kids,white,green,black,3,10,Sunday,big
Early Morning,malay,no_kids,pink,yellow,black,5,9,Sunday,big
Early Morning,chinese,toddler,red,white,white,5,9,Sunday,big
Early Morning,chinese,no_kids,red,blue,green,3,9,Sunday,big
Early Morning,chinese,no_kids,blue,black,black,3,7,Sunday,big
